100000 100000
u 86705 68727
m 25957 2875
q 23000 51006
m 96247 65369
m 93937 59191
u 10753 44995
q 94663 63567
u 86213 69804
u 65302 81913
q 22553 92593
m 31378 65797
m 94027 33051
u 56390 64125
u 86360 28564
m 48844 18638
q 75397 80013
m 71185 39794
m 29578 55794
m 11713 94899
u 12691 709
m 28192 5363
u 40713 3006
m 89125 71841
m 14802 64940
q 73036 89863
q 36297 39440
u 21231 11935
m 6690 82805
q 47414 79068
u 81641 88087
m 26727 89299
u 95005 7169
u 52958 80553
u 75871 98097
m 776 83481
m 85495 52169
u 16757 98758
u 96838 84514
q 26823 81962
q 10048 42274
q 52564 97584
u 16718 10058
q 8762 57260
q 85114 1635
m 54039 88646
m 840 14041
m 43676 72804
u 83711 19114
u 2508 706
m 95125 95141
u 35157 74300
q 4508 18278
m 97037 58334
q 28435 9572
m 99326 97243
q 60908 21942
m 52053 78636
q 88171 38076
q 65835 22504
m 19417 41047
q 48151 17624
m 59874 89887
q 3115 3330
u 19069 8644
u 75473 9478
q 20194 25948
q 68689 52872
u 22680 27742
u 34535 79947
u 6700 76793
m 80413 4840
q 58102 1395
m 37460 38769
u 70916 17860
m 76797 3502
q 79304 55875
u 9955 49588
q 41633 88464
m 4821 98259
m 96324 84198
m 91107 86523
u 40471 28356
u 14215 13512
u 45219 91891
u 72352 38204
m 99915 15383
u 2965 50565
u 20030 93474
q 33686 23480
q 1979 3647
m 78057 84346
u 51213 27865
q 30920 8663
m 93168 76656
u 25694 92249
q 14725 29996
u 64214 233
m 78186 49738
u 59584 47015
m 67252 85989
q 22773 89698
q 69678 69011
u 51286 17510
u 5091 76108
m 58944 94744
q 79766 54955
m 93513 22439
q 37169 5513
q 52692 8579
u 82428 45190
q 49285 55577
q 9455 1549
q 62305 45913
q 22221 860
q 25317 52369
q 29732 68279
q 50147 76779
q 62958 28707
m 71508 72797
m 23174 95003
m 35640 97769
u 30454 61286
u 24246 82321
q 9498 42853
u 63124 91414
q 33936 61462
m 80333 91157
q 6673 93156
m 68344 39664
m 92915 88262
m 74176 63121
m 6537 7722
u 85321 83720
q 96681 44380
q 84318 46622
m 57029 78776
q 99268 37793
q 77728 44396
q 27497 89299
m 2864 19711
q 3127 19120
u 13592 34374
u 22487 6417
m 36828 74153
q 9842 42039
m 47601 15511
u 28634 47411
m 19867 40319
q 89700 68007
q 14968 13589
u 70311 73629
q 4735 78669
q 66922 31481
u 22998 74619
q 17884 44840
u 8540 39016
q 45417 67536
q 60286 72412
m 44452 41552
m 31198 90584
q 29316 47606
q 13210 72412
q 31965 75747
q 24241 42904
m 40337 27736
q 73912 30306
q 15649 71790
q 97685 19651
q 6733 98536
u 43134 77809
u 69577 62509
u 77827 70802
q 77176 62390
m 56207 349
u 38230 95927
u 95016 74664
m 47747 85235
u 22688 56930
q 46994 66795
m 26947 8119
q 43117 33195
q 12325 30360
u 28252 2979
u 74150 98628
m 31797 26949
u 3737 25675
m 77865 67964
u 92334 14894
u 34802 75873
q 40758 41295
u 5678 57736
q 83688 11220
m 5189 86966
m 74585 10872
q 88291 88600
q 47209 34941
q 18071 14735
u 52313 50574
q 59722 25329
q 73873 42041
q 18055 57704
u 34924 62503
u 96886 59858
m 68069 11982
u 35651 74546
q 40158 5879
q 15119 18631
q 59438 47189
u 896 17735
u 95991 70346
m 90970 1909
m 54554 40171
q 60428 54835
u 29968 73177
m 95709 21482
q 42870 4173
q 42344 58505
u 62298 70146
q 73897 75465
u 40046 15010
u 62202 18598
u 21107 18874
m 58873 24023
u 9290 22597
m 64616 98350
q 70030 88486
u 4639 35918
u 97773 63427
q 75849 67336
u 76421 28815
u 79174 32643
u 72052 50823
u 18397 63487
u 98246 27738
q 85851 94045
m 52561 76062
q 96036 54495
m 67936 64991
u 7854 44221
m 57994 76093
q 37716 66513
m 37329 4089
u 19132 19277
u 90427 16647
q 39052 42876
q 5845 65892
m 34615 30031
u 67979 60946
q 65037 37473
m 24309 31853
q 76966 47242
m 59990 16946
u 8335 17051
u 80625 97034
m 41583 62715
m 35136 34582
m 1113 6712
q 17876 57362
u 88860 67678
m 22457 6935
m 75826 63327
m 25307 23406
q 50465 75328
m 50107 94360
u 80892 14376
q 66281 59031
m 42980 27692
u 27108 53455
q 24104 97753
m 56946 42561
m 2270 57654
u 53593 63627
m 41580 80875
u 77482 70140
u 75303 27278
m 38401 56406
m 99736 38785
q 28402 54948
m 64150 94508
u 2082 99938
m 61456 28361
q 65446 37974
u 47886 61692
u 17123 8488
q 88508 18970
u 92270 61354
q 13277 96399
m 82183 13620
q 98754 1617
q 21415 76999
m 4998 29671
q 9929 9797
u 78045 82801
m 29397 64602
q 12359 43973
m 29633 39768
u 63951 32990
q 85648 9864
q 2813 53144
u 34715 29581
m 52857 43485
u 53072 82602
q 85132 77388
m 82551 25515
u 9875 72754
m 17726 88448
u 97444 68693
q 52329 58853
m 41470 82879
q 94465 80741
q 85670 94975
u 76183 25382
q 12094 46749
m 59913 89706
q 79948 46683
m 43410 87889
m 75597 19073
u 68676 48647
q 22063 33840
u 12954 64137
m 87346 5878
q 58307 63507
q 32906 31171
q 87193 3512
u 81816 27513
m 81136 33789
m 24612 80972
u 90563 52532
q 2530 9182
m 50615 55898
m 94611 8096
u 87792 15972
u 1444 96678
m 53557 68710
u 97797 22525
q 12702 28073
m 87989 41763
m 81898 96463
m 18017 62653
q 93680 31392
q 86377 35793
q 55454 23989
m 99762 22882
m 37892 54220
q 66978 90137
m 19643 79350
u 46956 57058
q 40189 52313
q 21262 80076
q 46576 51276
u 84368 68440
m 79029 29635
u 14419 34145
q 78085 71489
q 68530 76655
u 37733 13918
u 15086 76308
q 85064 50627
q 96931 82227
q 95483 18519
u 6243 13988
u 95482 93882
u 39729 15998
m 76864 73504
q 84918 49041
q 86686 27680
q 97330 21604
m 91981 25041
q 34752 2936
m 5640 60695
q 52329 52292
u 21936 27955
m 7364 81459
q 86823 52573
q 647 86387
m 75463 28927
u 46697 88856
m 35223 57284
q 90907 77102
m 90465 25739
m 11562 16118
m 22509 42790
u 66573 45572
q 71733 38925
u 39409 39887
m 64039 68670
u 23053 12166
u 12360 55681
q 70250 49245
m 23736 51385
q 91665 83189
m 30760 70349
m 71547 99212
m 64949 84946
u 19619 31471
q 89351 80268
u 91257 22201
m 66183 18117
q 66914 6781
u 16701 90672
q 20893 81006
u 68182 86179
q 63880 70979
q 77862 11497
u 92925 84226
u 64054 23275
u 95409 27213
q 75132 45547
m 88479 16984
u 89304 8898
q 93028 53307
u 14138 93301
q 37167 96763
m 77880 3169
q 14194 11665
q 36085 10420
u 95609 37852
m 66727 10484
u 77156 39494
m 80256 14446
m 8090 89553
m 93885 4074
u 15002 9454
q 62884 39810
q 80665 38930
q 71588 6128
u 25462 90382
m 96609 91573
q 187 95162
u 86059 29504
m 992 64132
u 41260 63217
m 24379 76544
u 95886 11614
u 32170 30617
u 81326 7439
m 96575 9241
m 72583 34923
m 53404 14796
q 88190 4157
m 38895 27091
m 40924 70714
m 22835 30084
q 2339 5889
m 34440 60567
m 4365 61608
q 83019 17690
m 75378 99683
m 25239 78435
q 72928 21872
q 17797 12296
m 7303 16304
q 71657 3339
m 23826 55043
q 12714 24282
q 26091 98275
m 32807 69202
q 484 33694
m 92885 64920
q 18345 44583
u 34662 70417
q 57479 95198
u 88759 3926
m 87414 4801
q 78883 13100
u 90094 69718
m 48444 26624
m 21988 13777
m 88854 31573
u 31832 20072
q 94964 68333
u 25705 11008
q 44453 77703
q 82302 34458
u 85013 86854
m 41882 44027
m 20993 32872
m 53255 40807
m 32260 84283
m 15239 19494
q 45814 15778
u 26094 62686
q 50235 30859
u 23675 32085
u 35587 86311
m 95700 57648
q 58188 9846
q 92505 55867
q 13073 2408
u 51920 79978
q 3852 10761
q 20701 55086
u 5096 40666
q 35127 3306
q 76180 36077
q 15093 89930
u 49956 90797
q 8497 96758
u 81193 85109
u 82787 38619
m 10318 75889
u 14787 37167
u 59332 5162
q 46618 82976
u 56110 66350
q 30075 43148
u 77012 10781
m 71642 84721
m 53062 20455
m 66915 69739
q 7080 88560
m 25616 6953
q 26115 44116
u 16845 87722
m 56082 87977
q 470 21799
u 50900 90018
m 83551 32380
u 59469 45404
m 26379 64982
m 24484 43568
q 29347 47550
m 71751 15452
m 77240 7958
q 69899 59599
u 85590 5137
q 55267 49223
q 76455 4730
m 13384 37278
m 41876 96617
m 18654 90259
m 38057 59801
m 79923 8393
q 81700 3115
m 64729 51649
u 44556 38281
m 62486 42757
m 76429 58782
u 64607 34404
m 41630 74734
m 30179 75826
m 52413 96032
m 46660 47157
u 73322 44857
m 42505 95156
m 75897 68352
u 42966 95231
m 50197 30259
q 72392 56855
m 27054 94611
u 7641 66378
m 82493 801
m 59563 79398
q 49051 6088
q 93651 22542
q 45365 39754
m 37821 98830
m 96193 50462
m 48239 64159
m 94984 96829
m 65019 65117
m 58833 13789
q 97413 4855
m 68081 42742
u 49681 46746
q 64057 24457
q 13055 11212
q 40604 73160
q 71592 21960
q 87250 18266
u 29791 45400
u 75076 10621
q 66948 58500
m 69968 34129
q 14340 37319
m 92240 79168
q 93908 36416
q 84207 94317
q 42100 93096
m 54548 88261
m 83403 98370
u 39326 46498
q 80700 40475
q 41481 11559
u 18707 34757
q 46036 15506
q 89531 75163
m 56594 2423
m 2952 74291
q 58548 75070
q 40966 85233
m 13363 1373
q 12682 26564
m 60358 82909
q 91660 21949
u 82870 511
q 69428 20351
u 6044 3541
q 68482 33225
u 74789 24808
u 4913 64979
m 96644 17550
m 73121 10292
u 31302 6955
m 64950 94842
q 96281 13066
q 57076 97856
q 6111 9005
u 80786 30578
u 89321 88059
u 46519 43329
m 95887 48584
q 35881 56800
u 17675 1909
q 1346 55531
q 7565 78516
q 49864 3723
u 83368 73674
u 35723 68063
q 54953 46185
q 72474 42425
q 92554 29596
u 72914 13529
m 99108 83112
q 66817 23825
q 71565 34388
u 6782 75072
m 76854 61184
u 28680 97685
u 78313 41401
m 49869 33395
q 56355 87573
m 7292 75778
m 64833 27397
u 4754 37589
q 20673 53059
m 37283 4079
u 2676 78265
q 34144 82622
m 99794 87177
u 28300 95815
u 18821 80983
u 29932 21542
m 3458 29449
q 53230 58956
m 19249 10103
q 4982 60886
u 23077 47572
m 18645 13458
q 59636 12283
m 56400 68149
q 30999 36364
m 78013 65852
u 61472 76997
q 61920 76243
u 69912 87305
q 15115 85854
q 10564 11184
m 15368 14205
m 60075 26469
q 90361 82231
q 12765 52132
q 78830 551
u 10867 11644
q 32694 45649
u 30532 73834
m 57214 36631
m 54930 29011
m 92984 55584
m 93660 56455
q 56915 95740
u 26758 46082
q 69713 43484
m 85502 20493
m 91773 90162
u 15881 72661
q 84934 87939
u 92459 12437
q 90565 33048
u 14572 19636
u 34342 46359
q 36213 80817
u 76565 61721
m 91384 91275
m 26911 81529
u 78386 65893
m 99931 46780
u 74858 26829
q 43060 98792
q 59910 74364
m 46613 5680
u 22194 37626
m 39987 57217
q 60564 53824
m 76207 7743
m 67856 11591
q 16842 52252
q 44938 1195
q 17679 66806
u 98643 20837
q 14337 75975
m 7470 76514
u 68954 46646
q 66934 15907
m 26794 35019
u 73296 53418
m 13688 24418
q 11199 12982
u 3837 81792
u 87765 95930
m 32603 29486
m 4798 61695
u 39080 96886
m 93446 13271
q 62022 35625
m 87560 84883
u 6283 56619
u 36443 21607
q 20049 82926
q 97239 57982
m 58569 84683
m 96944 36164
m 36369 30549
m 22055 99946
u 39298 35440
q 40362 23833
u 12316 4089
u 23 51749
q 21957 69598
u 81965 14291
u 243 17069
q 8897 33350
u 8522 87491
u 27974 71670
u 35297 19592
q 33374 84536
u 83174 81617
u 94808 9400
u 93160 49522
m 2274 9368
q 40735 13504
u 58829 99987
m 79780 3187
u 5304 94881
q 1927 66539
q 59491 82971
u 24623 52383
q 80035 54160
u 92397 61326
u 63192 80375
q 83596 57639
u 45946 27082
m 58774 21251
u 63196 83732
m 81544 94311
m 8166 49122
u 11698 19519
m 87738 96028
q 72899 49295
m 48259 92383
m 37554 16341
m 50218 70478
q 6869 55705
q 54072 16642
q 82976 77933
m 93151 1134
q 35572 61071
q 67643 17070
m 3759 95817
q 84304 75141
m 55866 30878
u 99724 87433
m 27032 83486
q 26669 67147
u 10955 68866
u 60437 52295
u 78030 95410
u 51720 58376
u 81789 75607
u 63653 5806
q 12848 31327
q 581 90306
q 69305 87778
q 33872 73052
m 2790 89836
u 58087 10232
m 85959 96738
q 15691 23342
u 1327 38315
m 31329 20469
q 64366 27039
u 112 16483
q 18750 82299
u 77438 34503
m 55361 97813
m 59219 22917
m 66157 38372
u 96694 36759
m 4670 50885
m 12936 17040
u 32625 53169
m 25846 86843
q 94233 95617
q 40219 47539
u 76596 60694
u 15954 14287
m 10494 29945
q 37394 97468
q 87177 82823
m 70641 61450
u 26587 73039
q 42890 93081
q 48642 96218
m 56221 73748
q 69956 40987
q 14067 66209
q 77573 98977
u 69806 7708
m 61497 47652
q 63538 62809
m 96645 10127
q 72058 70735
m 32875 50084
m 37723 46268
u 80629 25998
q 47620 34188
m 52644 73854
u 45008 29818
q 80958 95937
q 86182 56541
u 40780 91144
q 12417 47242
u 65913 5796
q 516 62568
q 35665 87031
q 82313 78467
m 22848 50693
u 72535 47850
q 86503 57171
u 84010 12588
u 8326 59014
u 93818 76077
u 90453 86208
u 2765 91996
m 38126 32153
u 67741 21816
m 20057 7822
m 17378 37636
u 18817 70752
m 17900 79884
m 38954 46567
u 75127 80401
m 76704 94632
q 19875 57079
q 37155 11546
q 88255 58550
m 64706 34088
m 28856 93352
m 82217 99568
u 76906 6671
m 16351 83554
u 21676 64778
m 11914 58771
u 67043 24968
q 8850 75230
m 37976 20086
u 2382 66686
u 34931 7781
q 96934 79654
q 18521 34121
q 92050 80845
q 83545 63715
u 11790 98731
u 69472 30109
m 47288 61385
u 80716 65860
q 86240 44027
m 83680 15738
m 34755 99192
m 15126 93809
m 90339 66276
m 78333 69556
m 97702 69927
u 50198 27040
u 70989 42672
m 82645 23704
m 22597 46142
q 29337 73469
u 92273 2726
q 68310 34759
m 51388 97895
m 7932 46
m 18973 19234
q 32772 37325
u 80740 81602
q 34954 27799
m 71305 75130
m 16045 34643
m 51868 2256
u 67861 6820
u 95731 74486
m 39540 44344
q 54701 65505
u 58972 19406
u 21872 82097
q 44670 40037
q 26542 79844
q 81250 59997
q 61156 59257
q 59364 67784
u 28847 29171
m 50573 21812
q 36762 10440
u 56733 4032
u 25178 40450
q 93002 79155
m 62070 16550
q 14447 35518
q 65436 19338
u 93220 42078
m 93615 62596
q 30746 7477
m 56457 87678
m 97060 96835
u 46466 73246
u 81354 11728
q 91430 55985
m 8592 22850
q 96522 49749
m 52031 31273
m 76232 68457
q 91371 46862
q 87155 71472
m 93187 75010
m 25378 79981
u 92494 97272
q 789 33878
q 25904 80243
q 20518 84014
q 28042 37651
q 79878 65585
m 73091 85227
u 10537 53949
m 44483 30746
u 61967 70281
m 11400 6108
q 9649 89586
u 7889 68022
q 32648 75459
m 32363 16311
q 47123 24604
q 62428 7300
m 69384 76830
u 67713 53438
m 40381 91666
u 74012 51932
u 42652 46737
u 10233 51519
u 43995 57148
u 47860 57525
q 97568 78764
u 56555 67974
m 80286 31814
q 66897 79085
m 74483 6576
q 31427 6515
u 70143 37323
q 94572 27469
q 30348 75412
u 41554 49458
u 13225 68355
q 73281 60529
u 10162 42239
m 697 88497
u 60957 79793
q 20403 32782
m 11665 67172
u 20731 57684
u 62807 83859
q 71397 84020
m 37168 45894
q 27270 23564
u 69879 14223
u 29534 12795
q 15271 47984
q 48517 63822
u 99203 11294
u 94177 97187
u 58101 67160
q 62894 88103
u 16176 25664
u 43823 57373
m 25079 6649
u 13707 69781
u 85832 84995
q 17667 31118
u 48925 3443
q 11472 20632
u 95758 77273
m 86289 15193
u 82207 22249
u 87680 10863
q 72645 49758
m 11747 77828
q 18004 38877
u 30563 52358
q 66422 61739
q 87705 44060
u 34570 77235
u 36880 8788
m 77529 26083
u 675 22779
m 39832 42728
m 6651 25644
u 84180 48895
u 83013 87088
u 44248 83446
u 5508 25585
q 15559 71711
m 58159 82278
u 92539 98926
m 54532 4084
u 67153 42903
q 36575 32612
q 93661 62329
m 38173 37345
q 212 79452
q 55933 61980
m 99326 86452
m 38853 25533
u 5595 85906
u 18650 16329
m 67642 10799
q 88278 45748
q 48196 2684
u 19436 27192
m 9432 62377
q 71581 33974
m 72930 4007
m 91506 92528
m 78502 10867
q 83845 75721
q 78978 38683
q 296 2453
u 87885 58919
u 98695 19392
u 24726 50088
m 4398 39118
u 70217 2603
u 57497 72275
u 59190 15345
q 84962 9422
u 15352 54511
u 50681 10545
m 76234 86367
u 12704 11897
m 39579 34184
m 95164 71832
u 74573 58572
m 95675 31717
m 42819 80784
u 97087 86797
u 1908 41458
m 32257 13992
m 10506 52451
q 93585 15406
u 80661 41113
q 13272 25913
q 36106 11391
m 16035 9547
u 93387 67490
m 73177 43735
m 99698 2496
m 39893 957
m 14654 40154
q 5390 44911
m 20476 3998
m 92198 77143
u 7400 56710
m 27988 32833
u 25699 65965
q 63840 94176
q 47227 82063
q 86294 87434
q 24282 49720
u 44294 14826
u 96070 55763
q 42444 50149
q 37119 33442
u 11780 10789
u 44639 89136
u 76248 31315
q 49078 2946
m 76825 18804
u 85731 97334
m 92293 75523
q 48730 53185
q 41899 34697
q 66369 48880
m 771 26899
m 48054 51450
u 46384 95956
q 606 28022
m 48682 2748
m 8921 10262
u 99004 49341
q 17657 50778
u 3186 40628
m 81967 62122
u 1268 88859
u 34711 78869
u 60915 54966
q 71764 759
q 89365 36388
u 85954 56118
u 61799 94085
q 49515 97764
m 73130 86029
m 89907 28015
q 29154 29046
m 95285 65763
m 67537 9268
u 77559 75044
u 42578 41779
m 65413 52774
q 91601 78335
q 6933 40344
m 47519 73892
u 9975 58757
q 6626 4785
u 3030 20350
q 52681 12049
m 37256 56086
q 78720 46363
u 60454 94561
m 26434 15787
m 76072 58641
q 83958 53461
q 94432 75128
u 67216 79378
m 83412 98918
m 47596 66392
u 96815 45266
m 12936 76311
m 92936 62948
q 18197 68812
q 23287 66978
m 24337 92394
q 95961 61968
q 72063 72643
u 17947 17615
u 63867 84407
q 96808 56615
m 12799 17456
m 68543 5827
m 36291 39025
u 4634 97785
q 58465 87738
q 89878 37078
u 93517 76985
u 81229 14443
m 8721 59442
u 87935 36894
u 98278 17696
m 35916 55792
q 19313 12
m 81585 92606
m 97692 80689
u 59019 76524
u 36544 42482
m 18430 50320
q 53571 64627
q 3061 38831
u 54955 90043
m 46428 11192
m 75887 9970
q 18922 44785
m 62074 31490
u 19207 20462
q 68208 20646
m 30927 96343
m 31106 38042
q 22218 49552
m 10421 73396
q 19397 52137
u 28011 40039
m 8998 18250
m 74216 27929
u 82819 58998
q 52645 78544
m 94770 90091
u 96427 15757
q 38087 68591
m 67188 34040
m 14152 35469
q 25398 32044
q 99918 49220
m 57821 38708
m 56265 56585
q 13653 42617
u 39981 9061
q 10356 71102
m 97311 83613
u 60777 75492
q 53280 89376
q 8428 70063
m 20265 76515
m 56258 26611
m 78503 37018
q 48386 84563
m 6781 52951
q 96351 36325
q 26328 63029
q 86478 13502
q 13390 37580
q 79308 35929
q 30103 88263
q 98255 84516
m 22677 9044
q 88765 36662
u 34314 70874
q 5082 93582
m 91092 94803
u 4564 69325
u 15153 58028
q 42024 82704
u 71934 94759
m 90548 41025
q 81563 42348
q 86177 97470
q 1435 74910
u 18728 47663
m 67898 43191
q 75312 48327
q 15248 74012
q 47933 65233
u 68256 86837
m 9516 66817
u 16132 33455
m 28511 70468
u 14826 85692
u 2696 66283
m 3845 32249
q 43324 35666
m 80898 70311
q 19264 85434
u 54193 22241
u 79258 46835
m 80171 39099
u 28617 98803
q 55098 29919
q 73919 7477
m 65949 28256
m 94108 13311
m 28361 77290
q 36900 14467
q 38008 51744
q 86279 85444
q 60684 49896
u 28093 44267
u 56669 66246
q 25208 63639
q 5331 89273
m 88754 96159
m 44831 74237
u 39215 66359
q 79580 25096
q 38490 54469
m 58112 88875
u 46919 91293
m 18423 20568
u 74210 10355
u 2048 87249
q 33000 37399
q 19052 97871
m 73601 8891
q 60440 87496
q 70772 51099
m 63041 34346
q 43102 13165
q 54765 29795
u 54740 94016
q 65568 31813
u 7560 16962
q 15527 89188
u 29063 22416
q 53565 98188
u 6584 41117
m 96296 78309
q 25167 68865
q 91678 88267
u 40590 37717
u 88129 4558
q 76927 32043
u 27164 15799
m 23502 41302
u 63624 67956
q 82925 63899
u 42575 72671
u 29470 44590
q 18414 55869
m 46840 15214
q 95631 77594
m 40006 95179
m 3253 96470
u 51870 86433
m 88444 64342
u 55531 54698
u 54566 14965
q 30885 57580
u 77767 34563
q 49585 42132
m 25063 65145
q 63372 56535
q 54227 24130
q 97652 74505
q 84115 48387
u 60758 33324
u 29692 51958
q 25099 81319
m 43788 93337
m 56858 35092
m 35936 75789
u 37249 17324
m 78419 85118
u 97138 15909
u 67780 4082
u 78712 63
q 60672 29048
q 94342 20384
u 29429 19994
u 51715 46006
u 4181 79175
m 37084 77856
u 44375 86386
m 16039 95417
q 29716 52582
u 69510 3094
q 8292 63914
m 99927 12204
m 67832 94601
q 94065 27482
m 92402 92936
q 15697 7026
q 87944 53498
u 26349 63492
q 60895 52403
q 21121 46454
q 43695 17529
q 53062 70112
q 62578 34146
q 74169 6059
u 57809 48918
m 14918 87911
m 77311 64265
u 35315 14780
m 23968 77525
q 30188 26418
u 26069 16200
m 17837 45894
m 69012 3494
m 83286 37456
u 57723 24312
u 70182 55530
q 28480 61638
q 57967 69761
m 74621 96346
m 33186 61672
m 77929 36447
m 26589 28931
q 63853 86886
u 3231 39565
q 9113 44577
m 70097 82353
q 88653 62741
m 86842 117
u 89786 13698
u 73492 85651
m 13393 21748
u 68330 33332
m 63878 57952
q 59314 20023
m 98026 54958
q 5471 17335
u 7394 68505
q 54318 96071
q 45318 10972
u 60512 3376
m 44018 42252
u 14987 62717
m 28252 61844
m 21544 62776
m 975 48984
m 46138 82201
u 10284 70835
q 88100 15893
m 72701 16086
m 72556 94906
u 6827 56080
q 98962 89316
m 82433 98748
q 45150 78002
u 5349 59463
q 6272 38968
m 66327 69111
q 48036 87420
u 52995 61575
q 99399 48936
u 57993 97453
u 15419 28304
m 47668 6049
m 33099 65200
q 64932 71126
q 120 94
q 78193 86229
m 60921 42678
q 31756 74718
q 31790 75809
u 51298 48514
q 61348 70518
q 93111 34785
q 83976 3282
u 57380 37074
u 33285 11872
m 350 24715
u 60428 35845
m 70580 50856
q 52791 11813
u 39639 81490
u 3600 44377
u 26638 91183
u 48499 81977
q 46408 31832
q 2948 81969
q 70807 37449
q 24886 13850
q 12093 5162
q 31236 10407
u 6721 93945
u 70068 37784
u 12866 87191
q 88928 26855
u 30229 21173
q 55487 2902
q 40820 57879
q 7601 91393
q 31763 3763
m 4417 39381
q 78426 22593
u 40579 75935
q 89853 14070
u 38843 27640
m 31705 75760
u 674 36671
u 73947 958
q 60737 81546
m 54924 49275
m 78250 4226
m 75040 74482
m 18204 77124
m 52858 20630
q 6263 99434
q 2450 8371
u 52418 72052
m 20777 30801
u 95053 74378
q 35983 19239
u 45180 90720
m 29335 80563
m 40045 52607
q 74419 17574
u 12317 41680
u 38129 16892
m 17694 62180
u 14014 32973
u 62948 59345
u 8548 86334
u 5628 35531
m 59868 64964
m 21334 37663
m 66169 222
m 59655 29327
q 78213 14454
m 88225 52195
q 80421 61652
q 41107 31981
u 18475 23125
u 15192 11618
u 15014 92355
u 67855 82779
m 60603 89391
q 76398 38463
q 95090 57438
u 98364 60536
u 42274 62105
m 59899 5471
m 62960 98241
q 84276 32075
u 47641 76542
q 8912 83891
m 67825 58160
u 87485 43087
u 45285 34860
q 59488 81884
u 68289 15576
q 28241 47027
u 18589 43780
q 95060 90191
u 43871 26727
u 91091 33384
q 53911 63589
m 64049 24352
u 7572 71313
u 55448 27099
u 22501 15963
q 74290 17987
m 32424 90537
