10000 10000
m 5234 4435
m 6677 491
q 5959 545
q 3664 6775
u 8613 1100
u 1350 3442
q 2362 4492
m 7603 6782
m 2264 6781
m 6326 2208
q 44 1641
u 5494 1907
u 6745 4919
u 5115 6816
q 7801 1280
u 4092 4758
q 8737 1179
q 1 8666
u 6344 4397
u 444 143
m 4631 1526
m 6651 1336
q 3195 4891
q 2318 7931
u 5018 7603
u 546 3900
q 1231 3080
m 9258 3275
u 8997 5462
m 1520 9093
u 2503 1256
q 6020 9999
q 8918 4809
q 7969 7113
m 3434 1504
m 8990 7081
u 6032 2956
m 7006 5477
q 1332 7353
q 4593 726
m 1895 4933
m 5742 4952
m 4322 1413
m 2705 3599
u 9602 2458
u 4994 6502
u 6063 9019
q 6132 1141
u 4515 5215
m 8100 6081
u 9346 7474
m 6487 8946
q 4811 201
q 6517 4939
u 530 5204
m 8342 3604
u 6241 9126
m 4217 2158
u 9946 6442
u 9054 9484
u 3033 7055
q 1848 9893
u 5022 5223
q 137 7580
m 5402 6355
m 5226 5916
q 1559 5851
m 3741 1239
m 9105 1161
q 9591 3434
m 7651 3757
u 3049 2346
u 5833 7130
m 5410 8312
q 3821 4877
q 9269 209
q 6756 9648
m 4889 2258
q 9187 7340
q 9437 3579
u 9740 3671
q 1699 2755
q 5118 4481
m 1762 8246
u 9179 7271
q 8637 9846
q 2579 5123
u 3062 9375
u 1746 1043
q 6986 1359
u 16 6981
u 7386 7001
u 6317 5337
m 5229 8336
m 4459 3002
m 1261 6327
m 2811 8799
m 5469 7088
q 5339 462
q 3995 9244
m 6836 9118
m 3710 1103
q 1153 5829
q 8807 135
u 427 6438
u 2223 13
q 5849 6699
q 5407 1140
m 8684 2918
u 5180 7424
m 7346 3712
u 659 5637
m 904 8734
q 6265 1053
m 5413 1431
q 3753 4487
m 3060 5627
u 3728 1206
q 5546 67
u 857 873
u 3368 9366
q 5681 8106
m 8830 2469
u 728 2335
u 7899 770
m 8061 1924
m 3464 7966
u 5291 3275
m 1285 4600
q 7653 8546
q 4770 8260
q 8834 4677
m 2469 7192
q 9661 8830
m 8924 988
m 6487 1945
q 2457 8935
u 8816 1554
m 3715 5132
m 9913 9014
m 4341 8680
m 2855 6108
q 6233 1842
u 2497 1647
m 2499 7264
u 9186 9241
u 8902 8734
q 1865 7857
m 8625 6642
u 1114 4519
m 9699 9680
u 3244 1981
m 1952 107
u 7451 2140
m 2735 5590
m 4806 4504
q 1585 7828
q 2178 523
q 1554 6557
m 3408 4117
m 2451 282
m 2703 5245
u 359 843
m 6400 4684
u 3168 3491
u 5857 7284
m 1198 3102
u 7220 6843
u 8623 9896
q 3921 6419
m 6295 716
u 6241 82
m 8475 993
q 9669 2802
q 3106 7071
u 7060 6756
m 1160 8425
q 7739 2486
m 459 9827
u 5772 7681
m 2094 2168
m 2007 469
q 6714 5142
m 9914 4296
u 1047 6815
m 3843 3056
u 3504 3492
u 6127 9521
u 5018 7723
u 5337 3890
q 1126 4950
m 8376 3024
m 3795 2209
m 2198 2685
q 2567 7646
q 6256 5518
q 1106 4075
q 9398 2429
u 2869 504
m 6603 7465
u 7928 6276
u 4847 3436
u 2480 7831
u 4034 899
m 9674 8478
m 8548 525
q 5627 7890
m 5880 4656
u 9205 4854
q 2096 2653
u 9952 6242
u 1760 7041
q 7911 3032
u 163 6284
q 3340 3378
q 9216 7797
u 7990 6060
q 7301 7618
m 9021 4939
m 6175 6566
q 5763 7829
q 2670 8436
m 6286 6194
q 9167 1129
m 4895 4042
m 8487 3038
u 4541 8760
m 7887 5191
u 8038 763
m 9464 5172
q 5676 4581
u 359 3617
q 7026 4474
q 4293 2650
m 7995 2681
u 5928 6855
q 8142 7147
u 8286 6234
m 4222 5159
q 2056 6705
m 3716 1889
q 5323 3355
m 5170 7303
m 2512 9966
m 1849 2463
m 8090 8279
m 499 5392
q 5178 4689
u 6236 8368
m 7310 2318
q 3409 8263
m 5362 3348
q 6198 9627
u 4589 6959
q 1608 8880
m 7872 764
q 1268 7695
m 877 3581
u 2422 8759
m 7271 9795
m 7769 2015
m 7234 342
q 5998 5234
q 5637 12
q 6695 1539
q 3072 4584
q 5203 5886
m 9680 601
m 5028 723
m 1089 6645
u 2649 155
m 2705 5072
q 4082 216
q 4778 973
m 2349 3566
u 5016 5012
q 2847 9784
q 8744 6339
u 1420 1627
q 1396 5527
m 4115 742
q 2473 5713
q 312 6788
u 5989 6805
u 8241 7836
u 8498 7613
m 8974 7225
m 6823 5652
q 1022 5038
q 1364 4101
q 701 5237
q 9718 5310
q 6565 4933
m 3090 8575
m 5225 2314
q 6369 2568
m 8452 860
u 4331 6482
q 7173 3393
u 7316 2341
u 6071 4051
u 4631 8617
u 6678 1257
u 4479 1755
u 7914 4806
u 5897 8335
m 7196 4883
u 8276 8831
q 6485 6336
m 4664 3228
m 9795 5919
q 4169 6628
q 9305 858
m 3187 5877
q 8447 589
u 498 3814
q 4048 8050
u 4936 9499
m 4478 2555
m 6114 7933
q 872 6738
q 1849 4851
q 687 7295
u 1590 116
u 7816 5863
m 3043 2939
q 184 409
q 8854 7889
q 1348 7650
u 1922 2884
q 3788 3760
q 7986 3671
m 5860 2230
u 4381 772
u 4627 2990
q 9389 798
u 7994 8215
q 83 731
q 9051 1265
m 896 4251
u 24 9779
q 8008 2190
q 6964 9176
m 8726 3412
u 808 2984
q 1191 4937
u 3010 7616
u 4151 5476
u 1133 154
m 5901 1141
m 8002 6337
m 2267 2772
q 4160 5495
q 7367 2529
q 6727 6033
u 4645 6770
u 990 9425
m 8800 6710
m 9798 4076
q 3170 4946
q 8213 1599
m 4738 9531
m 2117 8341
u 2293 3275
m 6405 9193
q 7615 6144
u 7770 2069
u 8168 8132
u 4076 2887
q 6884 3519
q 2711 2022
u 3065 1861
m 707 2381
q 5314 1140
u 9947 8947
q 358 5026
q 3804 5564
m 7826 4246
q 5708 8311
m 287 2345
u 7126 5664
m 8411 982
u 3672 3656
m 9071 5333
q 9984 7369
m 9866 461
m 8242 1463
q 2910 6370
u 8609 4257
q 3542 3995
q 2753 9118
q 334 6312
u 6417 4881
u 8022 7954
q 5179 4206
m 7496 2525
m 920 2952
u 2281 538
u 3545 2026
m 9467 9226
u 2077 514
q 265 3126
m 8924 2284
u 9353 8119
q 7650 2409
q 9524 6220
u 8629 3308
m 8518 1258
q 3779 4051
m 7407 3818
q 8889 2304
m 8118 1362
m 5286 1775
q 256 5372
m 5691 7307
m 7801 5339
m 6101 4661
m 7871 8562
m 5867 4013
q 5005 6529
m 9167 5409
q 258 5159
u 2324 6204
u 5177 4414
m 4437 8947
m 651 7990
u 8619 9013
q 2570 4696
u 4617 2047
q 7559 5566
q 3227 8490
q 2947 6107
u 8937 6756
u 2685 3292
u 1605 8625
q 9438 2382
m 1458 5732
m 6728 5456
u 2844 6990
q 8530 8970
u 9991 9175
u 2954 1584
m 8166 2373
u 5000 3724
u 6010 2052
q 2870 2209
u 4230 3271
u 2310 6706
m 5770 7013
m 1409 3037
u 7999 2575
m 5231 5708
u 3587 5229
m 8622 1574
u 1147 3233
u 9677 6273
m 9548 7746
q 9260 977
q 369 503
m 9396 7866
q 8818 5961
q 4677 5623
m 9563 8577
q 908 3140
u 9579 1258
m 7996 4590
m 7375 3951
u 5171 9383
m 4589 4169
q 4763 7197
m 6733 5349
u 9093 4331
q 933 1286
m 2448 4068
q 1967 6707
u 8529 3633
u 2748 7466
u 6267 194
m 6711 5863
m 8098 5703
u 9309 5831
u 4589 6808
u 4154 5257
m 3742 8445
m 2217 2787
m 1735 452
u 8818 2745
q 7286 4205
q 116 680
u 7525 8993
q 5384 2416
u 3955 8591
m 5873 6739
u 5903 6722
u 7127 5401
q 2050 9473
m 7536 3023
q 8371 3767
u 8165 8787
q 7460 2636
m 8769 9589
u 57 4190
q 7589 4350
u 2812 3771
m 4537 7419
u 7436 2435
u 9583 8566
u 6638 6111
u 6618 6782
m 8521 5627
u 1705 9799
u 3416 3238
u 6632 2326
q 1550 4961
q 5079 9382
m 1976 4130
m 7134 829
u 4921 893
u 244 4433
u 6914 2429
u 1847 6322
q 9587 1121
m 9852 5964
m 2708 9265
m 3601 4568
q 5424 5740
q 7210 7648
q 2704 9293
m 4149 4607
u 989 9203
q 2500 6297
u 1133 4123
u 4778 5572
m 2798 3377
q 9262 1092
u 6979 8022
q 4959 9026
u 5818 7239
u 5203 3162
u 1289 8385
m 7311 9180
q 8125 3863
m 7544 8164
m 7189 6618
q 8408 3470
m 1953 1044
q 626 6084
u 679 5845
u 1325 7639
u 7216 8252
q 6703 8228
m 6123 8573
m 6066 5181
q 4033 478
q 4938 5975
q 721 861
m 2431 1861
q 6774 5982
u 9904 6962
m 9507 8756
m 1427 9094
q 6999 2414
q 8087 1933
u 682 2190
u 7522 9409
u 6710 5792
u 9126 2115
q 1157 2039
q 9522 9607
u 7927 2079
q 438 8427
m 992 338
u 4456 688
m 7251 7379
m 8832 1065
q 8021 7200
u 1721 6171
u 785 267
u 9784 3197
u 7785 5460
m 6834 2782
q 6680 8782
m 1550 6959
q 4686 8378
m 1697 9444
q 5676 9907
u 9998 7053
q 9592 8399
m 7605 4006
m 9307 6823
u 8021 5930
m 3062 7075
u 5257 7648
m 1996 6613
m 3899 3179
u 5752 8435
q 1735 8970
q 7965 2184
m 4183 6840
q 9487 7211
u 5888 6775
u 3135 9716
q 9189 1237
m 3262 5024
m 9744 1909
q 8823 5915
u 8604 1955
m 1779 6691
q 6102 1113
q 2170 5204
u 4821 9103
m 9834 6905
q 1674 2334
q 285 703
m 3917 5933
u 8550 3535
u 336 7315
u 4239 2076
q 867 7114
u 1700 6387
q 3825 8615
u 1229 4242
m 9140 3764
u 8454 2518
q 4146 4313
m 6073 6851
q 6395 271
m 6562 3748
q 2820 5304
q 1535 3333
q 2495 4190
u 6141 7549
q 7619 1388
m 4220 3332
q 2892 9155
u 6031 4454
u 2467 8872
q 5444 1211
u 5818 45
m 3100 9216
u 557 2933
m 6553 8506
m 5012 5812
u 4052 4882
m 2864 707
m 4794 1082
q 5176 8571
m 9440 9081
u 8682 6086
u 1783 2965
q 2085 3769
m 8722 7813
q 3454 6851
q 7206 3546
m 4907 813
u 3231 1624
m 73 6110
u 793 1684
u 3348 3365
m 1908 6047
m 8454 6474
m 5735 9730
q 2808 6242
u 6442 7354
m 5384 180
u 8749 9434
u 8917 5059
q 4287 47
q 2861 7620
u 3896 5711
u 8229 4163
q 3580 2162
u 6360 2073
u 249 4474
m 7873 4761
q 4932 4457
u 7424 1960
q 7757 6445
q 2699 8836
m 6632 9332
q 284 3449
m 8798 6795
u 545 8088
u 124 9585
u 5145 3383
m 3347 4892
q 9397 1712
q 6701 8741
m 5835 2010
u 328 2773
u 4513 2569
m 9674 2574
q 1687 5354
u 8675 428
q 576 7759
m 8435 2733
u 1962 170
m 9963 6834
q 3951 9039
q 3083 2953
u 8043 2054
m 5134 2338
m 8025 7042
q 1182 8198
q 2612 963
q 3654 9406
u 8346 1034
u 4295 1500
m 9366 1354
m 9488 1762
q 8018 4308
m 25 7019
u 8418 9433
q 7283 2713
q 9555 6481
m 4159 9636
m 9677 5582
q 4064 35
u 2030 7369
q 347 7018
m 9892 985
u 4115 593
q 9087 8886
m 6400 4959
q 3733 5012
u 1261 6783
q 2049 866
m 5524 7427
q 2070 9146
q 7396 3512
m 5108 6837
u 5645 9839
u 344 4698
q 9857 817
u 1090 2117
m 5391 4183
q 6748 1054
m 9117 2692
m 4536 3811
m 4776 5893
q 2063 1797
q 9633 5190
u 1466 9704
u 9728 2859
m 3688 6448
m 2479 6443
q 6902 4690
u 600 9528
m 9046 405
u 3593 4589
u 9426 7349
q 3206 659
q 9599 9751
q 8133 1732
u 5418 4378
u 306 5885
m 1212 6182
m 7394 8071
q 3817 7493
u 8616 2487
u 4105 640
m 8884 3321
u 3200 2847
q 691 7741
q 5408 8699
u 3231 5064
m 2540 8057
m 5466 4082
q 4158 7830
u 298 5736
u 2233 4432
m 6930 3698
m 8374 5124
u 3898 8357
u 3917 1035
u 4361 79
q 2762 3740
m 9712 989
m 3463 9893
q 4210 1562
m 8992 7944
m 3994 8804
m 9229 144
u 2953 2155
u 4649 528
u 3115 8650
m 5613 3359
m 8652 6883
u 9302 1482
q 5311 4704
q 3250 7911
m 5820 134
q 7645 9688
u 3109 7744
q 8336 474
u 3896 734
u 5520 9238
u 9762 4547
m 9539 1081
q 2557 1475
u 1684 2087
u 3768 7972
q 3401 3389
q 7875 5742
m 615 1924
u 1720 4154
m 3128 3865
u 335 7492
q 4531 9816
q 8130 8780
q 2977 1143
m 777 3143
q 9496 2530
q 383 4805
m 5579 4916
m 9121 9967
m 655 1328
q 9744 5488
u 5236 6338
m 1387 6799
q 3009 7149
u 702 4261
q 9802 1490
u 5164 3484
m 174 4719
m 38 6682
q 5904 4482
q 3032 6480
m 802 4407
q 3559 6589
q 1331 2433
u 9506 4181
u 5083 6478
m 2227 8022
m 6020 3046
u 2599 5285
q 2062 5248
q 2215 7507
u 4599 3023
q 2559 2245
q 1056 7520
m 480 9907
q 609 4404
m 3065 4697
m 3049 6864
u 2771 5052
m 6424 1952
q 7562 1178
u 2123 9651
q 9712 9169
u 7900 1343
q 1962 3948
m 1624 4218
q 44 3236
m 7212 3554
m 4051 9380
u 4026 9407
q 2688 2401
m 6651 4211
m 5631 2830
u 2004 5369
m 6170 5348
u 200 6350
m 7221 3076
u 3759 8325
u 9015 4633
m 7092 358
q 584 2802
q 5464 1925
q 5651 9866
m 4198 3832
m 8948 3694
u 525 2624
u 6966 7470
u 8210 9560
m 4734 3101
q 1967 1118
q 9732 1717
q 3552 8093
m 6095 9065
m 2745 726
q 7416 2905
m 8465 9874
m 3365 5558
m 4951 2750
m 6645 8071
m 2916 6355
q 2558 8042
u 3483 7958
q 3153 9811
m 9853 2441
m 5593 3492
q 6690 5993
u 7911 1858
q 5998 4940
u 4147 8557
u 3099 1354
q 8705 8298
m 648 9659
m 8628 7267
m 384 4239
m 4152 5868
m 1666 8321
q 4476 1549
u 2166 341
u 7025 8074
u 1761 6495
u 7829 5008
u 2534 3047
m 6652 1068
m 8928 2905
m 2349 8471
m 7911 2804
u 6691 5812
u 318 247
q 2264 7128
q 1787 6325
u 6773 26
u 5661 1538
m 2649 1355
q 3998 3871
m 85 7196
q 5172 3360
q 9619 6334
m 5126 6483
m 5834 7924
u 7954 8149
q 3368 124
u 2461 2744
m 9117 5235
q 666 6511
u 8965 8195
u 9442 7322
q 3330 6420
q 3173 3893
u 1729 2428
m 6950 9129
q 6124 2002
q 2122 437
m 936 1084
q 2651 504
m 537 3228
q 2802 4287
u 8192 561
u 3583 5929
u 6302 5999
m 2208 3674
m 2959 3536
m 7455 3226
m 519 4747
u 3973 1322
m 6639 9731
q 9679 5910
q 9351 4086
m 7593 4292
u 9064 9928
m 7822 1762
u 5311 8373
m 6398 9703
u 800 6444
m 1439 6395
m 1174 1234
u 1702 7040
u 1833 4062
u 6907 1377
m 5852 1120
u 5708 7921
u 1951 3399
q 4714 1482
q 356 4210
m 3368 965
u 2805 5695
q 6441 3069
q 7509 9650
u 7315 6572
u 947 9970
m 1870 5185
u 4116 8693
m 9970 3271
m 5799 5721
q 7247 730
m 9913 7540
m 935 8344
m 3341 5725
u 2890 5671
u 5347 7967
m 122 1121
m 1491 4494
m 6277 211
u 3538 4451
m 4479 14
m 198 2185
m 1918 5167
q 5592 6098
m 3625 88
q 2395 4320
m 8070 3393
m 4180 9114
m 516 2912
u 9891 8523
q 2478 3763
m 3476 4870
q 3367 9341
q 8391 8307
m 5885 5137
m 5101 5146
q 3631 7259
u 2963 4983
u 6736 5528
q 33 8787
q 1457 3914
m 8106 8047
q 4328 3248
m 9877 4306
u 8063 9751
q 3582 6358
m 2122 1407
u 6421 8802
u 499 1122
u 9538 8380
u 1864 1874
m 3135 8280
q 3569 469
m 7495 7088
q 9350 5680
u 9295 5120
q 398 1332
m 9399 2373
u 4623 9093
q 5237 9167
u 5527 9486
u 8185 8595
q 7422 5856
q 9848 7083
q 3956 3143
q 8474 5878
